image_id,filename,filepath,category,source_dataset,title,description,width,height,source_type,degradation_type,degradation_level,human_score,notes
POR_032,POR_032.jpg,dataset/originals/portable_electronics/POR_032.jpg,portable_electronics,Shopify/product-catalogue,3 in 1 Carry Sleeve Invisible Laptop Stand 15 to 16 Inches with,"Sleek and compact carry sleeve with an invisible built-in stand. Instant conversion to a laptop stand with adjustable modes between 15° and 25°. Expandable storage and the card slot for essentials. Constructed with vegan-leather, scratch and water-resistant. Sturdy fold-in triangle structure, it holds up to 22 lbs. 3-IN-1 LAPTOP SLEEVE & STAND WITH EXPANDABLE STORAGE Protects and Supports The MOFT Carry Sleeve transcends traditional laptop sleeves with an innovative 3-in-1 design that gives you the safety and protection of a sleeve, the ergonomics of a stand, the carry-on essentials of a storage bag , and a look that lets you commute in style. SMART STRUCTURAL DESIGN Transforms From a Sleeve to a Stand With its patented smart-folding design, The MOFT Carry Sleeve folds into a stand in less than a second, bringing you ergonomic satisfaction anywhere. DUAL-ANGLE ADJUSTMENT Work Like a Pro, Anywhere Adjusts to two angles: browsing or video conferencing will be comfortable at the 25° angle, which is the highest angle among the sleeves, while the 15° is ideal for uninterrupted viewing and typing. INNOVATIVE STORAGE Take All Your Essentials. No Sweat. Carries all essentials with an expandable neoprene storage feature integrated into the sleeve to hold and organize in place all essentials like power adapters, cell phones, notepads, etc. PREMIUM VEGAN LEATHER Soft and Durable Made with customized PU material and fiberglass, making it slim, lightweight and durable while looking superb. You can carry your laptop in sleek style, without the bulk.",1000,1000,original,,,,"Accepted (laplacian=195.87, contrast=98.29, area=0.539); source_category=Electronics > Electronics Accessories > Computer Accessories > Computer Risers & Stands"
POR_033,POR_033.jpg,dataset/originals/portable_electronics/POR_033.jpg,portable_electronics,Shopify/product-catalogue,Nikon Z7 II (boitier nu),"Aucune toile n’est trop grande. Aucun détail n’est trop petit. Portez une attention particulière aux détails. Adoptez une éthique de travail audacieuse. Soyez performant en toutes occasions. Découvrez l’appareil photo hybride plein format qui sera à la hauteur de votre passion du détail, à chaque instant. Donnez vie à toutes vos idées avec une perfection inégalée, quelles que soient les conditions de luminosité choisies, grâce au Nikon Z 7II.",1920,1440,original,,,,"Accepted (laplacian=478.18, contrast=107.46, area=0.462); source_category=Cameras & Optics > Cameras > Digital Cameras > Mirrorless Digital Cameras"
POR_034,POR_034.jpg,dataset/originals/portable_electronics/POR_034.jpg,portable_electronics,Shopify/product-catalogue,"OTITO 11 Pro Tablette 10"" — 8 Go/512 Go avec clavier et souris","Oteeto Tab 11 Pro — Tablette Android 10"" 8 Go RAM • 512 Go • Octa-core • Android 13 • Écran IPS 1280×800 • Clavier + souris • USB-C Puissance mesurable et polyvalence au quotidien Conçue pour la productivité et le divertissement, la Tab 11 Pro associe processeur octa-core , 8 Go de RAM et stockage 512 Go pour lancer vos apps, créer du contenu et suivre vos cours sans ralentissement. Affichage IPS 10.1"" Dalle IPS 1280×800 pour des couleurs stables et un confort de lecture prolongé. Performance fluide Processeur octa-core jusqu’à 1,8 GHz + 8 Go RAM = multitâche réactif. Autonomie fiable Batterie 6000 mAh pour travailler et se divertir pendant des heures. Ce que vous gagnez Productivité immédiate avec clavier, souris et stylet pour écrire, éditer, annoter. Grande capacité 512 Go + microSD pour documents, photos et vidéos. Android 13 pour les dernières fonctions et une interface simple. Caméras 8 MP / 13 MP pour visioconférences claires et captures nettes. USB-C pour charge et transfert de données rapides. Réseaux 3G/4G/5G pris en charge selon opérateur pour rester connecté en mobilité. Caractéristiques techniques Écran 10.1"" IPS LCD, 1280 × 800 px Processeur Octa-core jusqu’à 1,8 GHz Mémoire RAM 8 Go Stockage ROM 512 Go + extension microSD Système Android 13 Caméras Avant 8 MP • Arrière 13 MP Batterie 6000 mAh Connectivité Wi-Fi, Bluetooth, 3G/4G/5G (selon opérateur et modèle) Ports USB Type-C, slot microSD Accessoires Clavier, souris et stylet inclus Idéale pour Cours en ligne, prise de notes, présentations. Création légère: écriture, retouche basique, dessin avec stylet. Divertissement: streaming, réseaux sociaux, jeux occasionnels. Bureau mobile: emails, documents, tableurs. Contenu de la boîte Oteeto Tab 11 Pro Clavier + souris Stylet Câble USB-C et adaptateur secteur Guide de démarrage",1000,1000,original,,,,"Accepted (laplacian=190.01, contrast=76.07, area=0.510); source_category=Electronics > Computers > Tablet Computers"
POR_035,POR_035.jpg,dataset/originals/portable_electronics/POR_035.jpg,portable_electronics,Shopify/product-catalogue,KAWAI CN-301 Digitalpiano,"Besuchen Sie bei uns die vielfältigste Digitalpiano-Ausstellung in der Schweiz! Das CN301 ist das neueste Modell der Kawai CN Serie Digitalpianos und Nachfolger des populären CN39 Modells. Das CN301 verwendet eine verbesserte Version der Responsive Hammer III Tastatur mit besserer Tastenführung und neuer Tastendämpfung für einen leiseren Spielbetrieb. Der superbe Shigeru Kawai SK-EX Konzertflügel Sound wird jetzt dank neu designtem Netzteil noch detailierter Wiedergegeben. Das neue Low Balance Feature ermöglicht eine intelligente Klanganpassung für größtmöglichen Ausdruck besonders bei geringen Lautstärken und erstmalig in der CN Serie kommen 360° Diffusoren für die Top-Lautsprecher zum Einsatz, wodurch eine optimale Klangabstrahlung in den Raum gewährleistet wird. Zusätzlich ist das CN301 jetzt mit Bluetooth Audio Konnektivität ausgestattet, die es erlaubt kabellos Audio Songs vom Smartphone/Tablet über das CN301 abzuspielen. Die neuen Features des CN301 können intuitiv über das neu designte Bedienfeld mit großem OLED Display ausgewählt werden. Zusätzlich ist die Bedienung auch via Kawai's PianoRemote App und PiaBookPlayer App für iOS oder Android möglich, um Sounds und Einstellungen zu steuern oder Lesson Songs mit einem Smartgerät zu verwenden. Neue Features & Verbesserunge Verbessert: Responsive Hammer III Tastatur mit verbessertem Konstruktionsdesign und Geräuschdämpfung Neu: Nach oben gerichtete Lautsprecher mit 360° Diffusoren Neu: Hochwertige Netzteil für saubere Wiedergabe Neu: Low Volume Balance Feature für optimierten Ausdruck bei niedriger Lautstärke Neu: Bluetooth Audio Konnektivität für kabellose Audio Wiedergabe von Smartgeräten Verbessert: Neues Bediendesign für intuitive Bedienung Neu: Support für aktuelle PianoRemote und PiaBookPlayer Apps für iOS/Android AUTHENTISCHES SPIELGEFÜHL Die Responsive Hammer III (RHIII)-Mechanik des CN301 Digitalpianos verfügt über verschiedene Eigenschaften einer Flügelmechanik, die zur Umsetzung eines realistischen Bewegungsablaufs unabdingbar sind. Nicht zuletzt dank der präzisen 3-Sensor-Technologie erwartet den Musiker ein sehr natürliches Spielgefühl. Das Tastaturgewicht ist abgestuft, um die schwereren Basshämmer und leichteren Diskanthämmer eines mechanischen Klaviers wahrzunehmen, während strukturelle Verstärkungen in der Mechanik eine höhere Stabilität bei Fortissimo- und Stakkato-Passagen gewährleisten. Darüber hinaus verfügt das CN301 Digitalpiano über „Ivory Touch“ Tastenoberflächen von Kawai. Sie unterstützten das Spiel, indem sie Fingerfeuchtigkeit absorbieren. Zusätzlich ist die CN301 Tastatur mit einer Druckpunktsimulation ausgestattet, die für eine perfekte Kontrolle beim Pianissimo Spiel sorgt. BEEINDRUCKENDER KLANG Die wunderschönen Klänge der Kawai SK-EX und EX Konzertflügel und des SK5 Flügels sind das Herz des neuen Modells CN301 von Kawai. Alle 88 Tasten dieser außergewöhnlichen Instrumente wurden sorgfältig aufgezeichnet, präzise analysiert und werden beim Spiel auf dem Instrument in einem speziellen Verfahren reproduziert. Die individuelle Aufnahme jeder einzelnen Taste in dieser Art und deren jeweilige Wiedergabe garantieren ein exzellentes Klangbild mit dem Charakter der aufgenommenen Konzertflügel. Das Spielen dieser Klänge auf der Tastatur des CN301 ist ein einzigartiges Erlebnis. Der integrierte Hall unterstützt den schönen Ton sehr lebendig und realistisch. Mit den umfangreichen Möglichkeiten des Virtual Technician lassen sich die Klänge perfekt anpassen. Sie können z.B. Intonation, Saitenresonanz, Dämpferresonanz, Dämpfergeräusch, Hammergeräusch und andere Details einzeln justieren. Mit vielen neuen Klängen wie dem Shigeru Kawai SK5 Flügel, Electric Grand, neuen E.Pianos, neuem Cembalo, usw. weiß das CN301 zu überzeugen. BLUETOOTH AUDIO/MIDI Zusätzlich zum USB-to-host Anschluss ist das CN301 auch mit Bluetooth MIDI Technik ausgestattet, die eine kabellose Kommunikation mit Smart Devices (z.B. Smartphone oder Tablet) ermöglicht. Das gibt Ihnen die Möglichkeit, eine große Auswahl an musikbezogenen Apps wie die Kawai PianoRemote App oder die PiaBookPlayer App in Verbindung mit Ihrem CN301 Digitalpiano komfortabel einsetzen zu können. Oder nutzen Sie doch einfach die Bluetooth Audio Schnittstelle. Verbinden Sie einfach Ihr Smartphone mit dem CN301 und schon genießen Sie all Ihre Musik direkt über das Lautsprechersystem des CN301. Dies ist besonders zum Play-Along zu empfehlen. USB TO DEVICE FUNKTIONALITÄT MIT MP3/WAV AUFNAHME UND WIEDERGABE Sie können beispielsweise Daten direkt auf ein USB Speichermedium speichern oder von einem Speichermedium direkt ins Instrument einladen. Diese USB to Device Funktionalität ermöglicht das Speichern von Registrierungen und Songs (die im internen Speicher des CN301 gespeichert wurden) auf ein externes Speichermedium oder darauf gespeicherte MIDI-Files (SMF) direkt mit dem Instrument abzuspielen, ohne zusätzliche Hardware zu benötigen. Auch das direkte Abspielen von Songs Ihrer Lieblingskünstler im MP3- oder WAV-Format ist möglich. Sie können auch Ihr eigenes Spiel im MP3- oder WAV- Format aufnehmen und beispielsweise Ihren Freunden per E-Mail schicken, die Songs auf einem Smartphone oder einem PC anhören oder auf Ihrem PC auf CD brennen. Das Modell CN301 ist auch mit einem USB to host Anschluss ausgestattet, der Ihnen die Möglichkeit bietet, MIDI Daten mit einem angeschlossenen Computer auszutauschen. Zusätzlich verfügt das CN301 Digitalpiano über eine Reihe von Standard Anschlüssen wie z.B. Line-Level Ausgängen zum Anschluss an externe Verstärker zum Beschallen von großen Räumen oder Kirchen. Der Line In Anschluss ermöglicht die Wiedergabe einer externen Audioquellen über das Lautsprechersystem des CN301. WEITERE AUSSTATTUNG Die leistungsstarke Lesson Funktion im CN301 unterstützt den kommenden Pianisten beim Erlernen des Klavierspiels durch eine integrierte Sammlung für den Klavierunterricht typischer Etüden von Beyer, Czerny, Burgmüller oder Bach sowie der bekannten Alfred Piano Kurse. Jeder Übungstitel kann mit variablem Tempo und individueller Wiedergabe der linken oder rechten Hand abgespielt werden, bevor er zusammen mit dem eigenen Spiel zur Selbstkontrolle aufgenommen wird. Auch ein Vierhand Modus, der das gleichzeitige Spiel von Lehrer und Schüler bei gleicher Oktavlage ermöglicht, ist vorhanden. SHS KOPFHÖRERSYSTEM Spatial Headphone Sound (SHS) ist ein spezielles Ausstattungsmerkmal des CN301, das dem Klangbild des Akustikklavierklangs über Kopfhörer mehr räumliche Tiefe verleiht und zusätzlich das Hörerlebnis über einen längeren Zeitraum verbessert. VERSTELLBARES NOTENPULT Die Neigung des Notenpults kann – wie bei einem Konzertflügel – verändert werden, um sie der Spielerposition anzupassen. Bei Bedarf kann man das Notenpult der CN Serie auch ganz waagerecht legen. GRAND FEEL PEDAL SYSTEM Das CN301 ist mit dem Grand Feel Pedal System ausgestattet. Bei diesem von Kawai entwickelten System entspricht der Widerstand bei der Betätigung der drei Pedale (Sustain, Soft und Sostenuto) dem Pedalspielgefühl eines Shigeru Kawai SK- EX Konzertflügels. Auch auf die korrekte Positionierung der Pedale wurde geachtet. Wir erfüllen Ihre Tastenträume...",1280,1152,original,,,,"Accepted (laplacian=218.38, contrast=112.92, area=0.763); source_category=Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Pianos > Electric Pianos"
POR_036,POR_036.jpg,dataset/originals/portable_electronics/POR_036.jpg,portable_electronics,Shopify/product-catalogue,Wahoo TRACKR Heart Rate Monitor,"Brand: Wahoo Fitness Color: White Features: Precise Performance: Provides accurate real-time heart rate data to enhance training efficiency and support optimal performance. Powered to Endure: Equipped with a high-capacity rechargeable battery with over 100 hours of active battery life, TRACKR HEART RATE is always ready to train Completely Connected: With ANT+ and Bluetooth connectivity, its simple to connect TRACKR HEART RATE to a smartphone, broadcast to a wide array of fitness equipment, and sync to the most popular training apps and accessories. Controlled Comfort: TRACKR Heart Rate offers a slim, soft, secure fit strap, which feels comfortable, but also keeps the sensor securely in place during intense exercise. Intuitive LEDs: TRACKR Heart Rate features an LED indicator during your work outs. Alerts include confirming heart rate detection, battery status and to ensure you are still connected to your training devices. Details: Precision Meets Performance: Accurate, reliable, comfortable and connected, Wahoo TRACKR Heart Rate offers everything you need from a heart rate monitor to take your performance to the next level. Release Date: 25-06-2024 Package Dimensions: 6.5 x 3.1 x 1.2 inches Languages: english Binding: Sports",2560,1862,original,,,,"Accepted (laplacian=456.43, contrast=75.84, area=0.254); source_category=Sporting Goods > Fitness & General Exercise Equipment > Cardio > Cardio Machine Accessories & Parts > Exercise Bike Accessories & Parts > Exercise Bike Heart Rate Monitors"
POR_037,POR_037.jpg,dataset/originals/portable_electronics/POR_037.jpg,portable_electronics,Shopify/product-catalogue,Laney LA15C Acoustic Guitar Combo with Chorus Effect,"The LA15 is a simple-to-use and compact amplifier combo designed specifically for acoustic instruments such as electro-acoustic guitars. It delivers pure acoustic tone with ease. LA15's instrument channel features a 3 band EQ for tone shaping plus a Shape switch – this provides a great sounding “go to” setting from a single button press. A pre-selected chorus setting can be added with a simple switch. The mini-jack AUX input allows for connection of a playback device such as MP3/iPod/CD for jamming along to songs or backing tracks, plus there is a headphone socket – a great feature for private practice or silent late-night sessions. Features: -Single Channel -15 Watts RMS -2 x 5” Custom Driver -Headphone socket -Mp3/Aux in -Great for home use -Designed specifically for acoustic instruments Specifications: -Item dimensions: 245mm x 275mm x 175mm (HWD) -Carton dimensions: 280mm x 295mm x 195mm (HWD) -Item weight: 4.1kg",1000,1000,original,,,,"Accepted (laplacian=1365.61, contrast=83.71, area=0.572); source_category=Arts & Entertainment > Hobbies & Creative Arts > Musical Instrument & Orchestra Accessories > Musical Instrument Amplifiers > Acoustic Amplifiers"
POR_038,POR_038.jpg,dataset/originals/portable_electronics/POR_038.jpg,portable_electronics,Shopify/product-catalogue,"Reflectoare de căldură pentru calorifer, 2 buc., 0.5x25 m","Această rolă de izolație reflectorizantă are lățimea de 50 cm și lungimea de 5000 cm, fiind esențială pentru îmbunătățirea eficienței energetice, indiferent unde o folosești. Finish-ul său arată grozav și se integrează perfect în orice cameră, mai ales atunci când e pusă în spatele radiatoarelor. Durabilitate: Fabricată din polietilenă de calitate, această rolă e construită să reziste și să ofere performanță constantă. Păstrează căldura eficient, pentru ca spațiile tale să rămână confortabile fără să împingă costurile de energie. Suprafață Reflectorizantă: Finish-ul strălucitor trimite căldura înapoi în cameră și îmbunătățește retenția căldurii radiatorului, ajutând să reduci facturile de încălzire și să menții confortul. Utilizare Interioară/Exterioară: Bună pentru spații interioare și exterioare, această rolă e perfectă pentru camere utilitare sau garaje, fiind versatilă pentru diverse proiecte. Poate fi folosită și în alte aplicații în afară de sistemele de încălzire. Simplicitate în Utilizare: Cu un design simplu, folosirea acestei role e la mintea cocoșului. Se potrivește bine cu decorul tău, menținând un aspect îngrijit. Disponibilitate Dimensiuni: Ai opțiunea de a alege din diverse dimensiuni potrivite nevoilor tale. Această rolă are dimensiunile 0.5 x 50 m, perfectă pentru radiatoare standard și pentru a obține maximă eficiență termică. Culoare: Argintie Formă: Altele Material: Polietilenă sintetică Finisaj: Extralucios Interior/Exterior: Interior/Exterior Camera: Cameră utilitară Baterii incluse: Nu Dimensiuni: 50 x 5000 cm (L x L x Î) Scară: Nu Marcă: Conținut livrare: Rolă reflectorizantă Asamblare necesară: Nu",1600,1600,original,,,,"Accepted (laplacian=439.91, contrast=22.93, area=0.249); source_category=Home & Garden > Household Appliance Accessories > Heating Radiator Accessories > Heating Radiator Reflectors > Heating Radiator Rolls"
POR_039,POR_039.jpg,dataset/originals/portable_electronics/POR_039.jpg,portable_electronics,Shopify/product-catalogue,Mackie HM-4 4-Way Headphone Amplifier,"Whether you need to increase your home studio headphone monitoring capability or add robust cue mix distribution, the affordable HM-4 four-channel headphone amplifier offers the sound quality, reliability and flexibility you need to expand your setup. It’s also simple to use and wildly versatile. Use it to do everything from quickly demoing a mix in the studio to recording and monitoring a round-table podcast. .iframe-container{ position: relative; width: 100%; padding-bottom: 56.25%; height: 0; } .iframe-container iframe{ position: absolute; top:0; left: 0; width: 100%; height: 100%; } Product Specifications: Number of Headphone Channels: 4-Channel Analog Audio I/O: 1x 1/4"""" TRS Unbalanced Stereo Input 4x 1/4"""" TRS Unbalanced Output Impedance: Inputs: 10 Kilohms Outputs: 47 Ohms Power Requirements: AC/DC Power Adapter (Included) AC/DC Power Adapter: 12 VDC Current Consumption: 220 mA (Max) Dimensions: 4.3 x 2 x 2.3"" / 10.9 x 5.1 x 5.8 cm Weight: 0.5 lb / 0.2 kg Shipping Weight: 0.925 lbs Shipping Dimensions (LxWxH): 7 x 5.7 x 2.85""",1000,1000,original,,,,"Accepted (laplacian=147.59, contrast=92.75, area=0.622); source_category=Electronics > Audio > Audio Components > Audio Amplifiers > Headphone Amplifiers"
POR_040,POR_040.jpg,dataset/originals/portable_electronics/POR_040.jpg,portable_electronics,Shopify/product-catalogue,"Depusheng M4 Portable Mini Mixer 4-Channel Audio Mixer DJ Console with Sound Card, Bluetooth Function, USB, 48V Phantom Power for PC Recording Webcast Party","Overview Brand : Depusheng Number of Channels : 4 Product Dimensions : 6.69""D x 5.9""W x 1.77""H Item Weight : 0.79 Kilograms Connectivity Technology : XLR, 1/4” TRS, RCA About this item 4 CHANNELS: The mixer is great for multiple devices connectivity because it has 4 channels, compatible to most audio files .There are 2 XLR/ LINE jack combo microphone input,1 pair 1/4’’ and 1 pair RCA stereo inputs. Plus 1 pair RCA stereo output and 1 pair 1/4’’ Main output plus headphone jack BLUETOOTH WIRELESS STREAMING IOS, Android smart phone to this audio mixer. Very easy to wirelessly stream all music tunes to the mixing board from Spotify or Pandora.Bluetooth works within 1.5ft USB AUDIO INTERFCE: Built-in audio interface can connect directly to your PC and record/edit/monitor high quality audio with Pro Tools/Logic Pro X/GarageBand/Audacity and more software. It provides very convenient connectivity to your audio processor CLEAN SOUND QUALITY: Portable size for small venues and for travel. It produces solid, clear, and clean sound with minimum hiss noise.The DELAY and REPEAT effects adds personality to your mixer from MAIN. It can be adapter or USB powered. Sturdy built quality aims for long-term and heavy use EASY to RECORD AND CONNECT w/PC: This delicate mixer contains a USB soundcard and audio interface to record and connect to your MAC or PC. and it can work with universal digital audio files. Compatibility is amazing and can be used by beginners or studio professional applications.【If there’s any problem,please don’t hesitate to contact us, we are very happy to help and strive for good customer service】",983,851,original,,,,"Accepted (laplacian=584.53, contrast=98.10, area=0.471); source_category=Electronics > Audio > Audio Components > Audio Mixers"
POR_041,POR_041.jpg,dataset/originals/portable_electronics/POR_041.jpg,portable_electronics,Shopify/product-catalogue,"Thermal Imaging Camera TOPDON TC003 256X192 IR High Resolution Dual-Camera, 5"" Touch Screen, -4°F~1022°F, Android 11.0 OS","☑️ High-Quality Imaging TOPDON TC003 Thermal Camera is an Android-based infrared thermal camera designed for high-quality imaging. 256x192 IR resolution, 25Hz refresh rate, and 40mk thermal sensitivity ensure a smooth and clear thermal imaging experience. The 5-inch touchscreen with 800x480 resolution is easy to navigate and can be switched between landscape and portrait modes for optimal viewing. ☑️ Hardware That Matters The TC003 thermal imager is powered by Android 11 OS and features 2GB RAM + 32GB storage, allowing you to store up to 120,000 thermal images and 45 hours of video for effortless analysis. With a 5000mAh battery, this thermal camera provides 4 hours of continuous use and comes with a free 3-year battery replacement service. The 2-megapixel visible camera enables the blending of IR images with traditional imaging for an improved view. ☑️ Industry-First OTG Functions The TC003 camera features OTG functionality, making it a versatile tool that can function as a host computer and support external devices such as endoscopes, oscilloscopes, and USB drives. The thermal imaging camera has an IP55 rating, making it suitable for various applications, including industrial detection, automotive maintenance, household repairs, hunting, and observing areas. ☑️ Easy to Share The TC003 Android thermal camera is fully compatible with Windows laptops when the TCView software is installed, allowing clear temperature readings on a larger screen. Thermal images and videos can be shared easily through Bluetooth, the App, or a USB connection. You can stay up-to-date with free Over-The-Air (OTA) updates for the Thermal Imaging App and OS. ☑️Thermal Imaging Mastery With 4 imaging modes (visible light, thermal imaging, thermal fusion, outline fusion) and 11 color palettes, you can customize the temperature display to suit your needs. Whether you're working in industrial settings or refrigeration systems, the TC003 can detect temperatures ranging from -4 to +1022℉ with an accuracy of ±2℉. You can read temperatures in dot, line, or square formats, or analyze the entire camera’s view. Superior Image Quality with an IR Resolution of 256x192 Smooth and fast operation with Android 11.0 operating system 32G+2G Memory to store up to 120,000 thermal images and 45 hours of videos 5"" touch screen with 800 x 480 resolution for unmatched clarity and detail OTG function to link with an endoscope and detect narrow areas, Expansive testing range from -4℉ to +1022℉ Product Dimensions: (n/a) Item Specifications:",1000,1000,original,,,,"Accepted (laplacian=1383.48, contrast=94.69, area=0.833); source_category=Hardware > Tools > Measuring Tools & Sensors > Thermal Imaging Cameras"
POR_042,POR_042.jpg,dataset/originals/portable_electronics/POR_042.jpg,portable_electronics,Shopify/product-catalogue,Nešiojamojo kompiuterio fotoaparato vaizdo kameros dangtelis,"Pasirūpinkite savo privatumu su nešiojamojo kompiuterio fotoaparato vaizdo kameros dangteliu . Šis praktiškas priedas yra būtinas visiems, kurie naudoja prietaisus su priekine kamera. Negali būti nieko paprasčiau: stumdomas dangtelis leidžia greitai ir patogiai uždengti kamerą, kai nesinaudojate vaizdo skambučiais arba tiesiog norite jaustis saugiau. Mūsų fotoaparato dangtelis ne tik apsaugo jūsų privatumą, bet ir suteikia ramybę, žinant, kad esate nuošalyje nuo nepageidaujamų akiai. Jis lengvai pritvirtinamas dvipuse lipnia juosta, todėl uždėti ar nuimti dangtelį galima greitai ir nesunkiai. Produkto kodas: 06238 Aukštos kokybės gamyba: užtikrina ilgaamžiškumą ir patikimumą Pritvirtinimas: dvipusė lipni juosta Plotis: 18 mm Aukštis: 9 mm Storis: 0,8 mm Spalva: juoda Į rinkinyje rasite: Gamyklinis naujas dangtelis Originali pakuotė Nepraleiskite progos pagerinti savo elektronikos saugumą! Įsigykite dabar ir mėgaukitės privatumu kasdien!",1000,1000,original,,,,"Accepted (laplacian=118.10, contrast=93.53, area=0.666); source_category=Electronics > Electronics Accessories > Computer Components > Laptop Parts > Laptop Housings & Trim"
POR_043,POR_043.jpg,dataset/originals/portable_electronics/POR_043.jpg,portable_electronics,Shopify/product-catalogue,Infrared 400 35mm - 100ft Bulk Roll,"This is a 100ft bulk roll, for rolling your own rolls at home. You will need a Bulk Roller to roll your own rolls. Once you get started bulk rolling it is an easy and fun way to save some money on film. You can also choose how many exposures you’d like on each roll! Just ask us for some empty 35mm cannisters to roll into. We can add them to your order. – 100ft Bulk roll – approximately 18 x 36exp rolls. – Rollei Infrared 400 – 400 iso black and white film",1000,806,original,,,,"Accepted (laplacian=345.68, contrast=103.92, area=0.453); source_category=Cameras & Optics > Camera & Optic Accessories > Camera Parts & Accessories > Camera Film > Infrared Film"
POR_044,POR_044.jpg,dataset/originals/portable_electronics/POR_044.jpg,portable_electronics,Shopify/product-catalogue,Image Technology SC-5030 Plastisol Ink Wash,"Image Technology SC-5030 Plastisol Ink Wash SC-5030 Plastisol Ink Wash is a highly effective, low odor screen cleaner for removing all types of plastisol inks from screens. This product has fast evaporative properties, perfect for quick cleaning of smudges. This product can be used will all types of emulsions. It will protect the fabric from deep stains or ghosting from the image print improving reclamation speeds in post-press production. This product can be re-circulated or applied manually using one of the following applications. INK WASH-OUT AT THE SINK Card excessive ink from the screen. Apply to ink side of the screen. Use a non-abrasive scrub brush or pad to agitate ink on both sides of the screen. Finally, rinse away all residue using high pressure water. Dispose of in accordance with state, local, and federal regulations. RECIRCULATING WASH Card excessive ink from the screen. This product can be continuously re-circulated until product becomes too heavily soiled with solids. Used product may be filtered through a manual or auto-advance filtration unit and reused. Dispose of in accordance with state, local, and federal regulations. Directions: Spray product on screen and wipe clean for immediate taping. Repeat with a clean cloth.",1512,2016,original,,,,"Accepted (laplacian=473.50, contrast=54.93, area=0.770); source_category=Cameras & Optics > Photography > Darkroom > Developing & Processing Equipment > Print Trays, Washers & Dryers > Print Washers"
POR_045,POR_045.jpg,dataset/originals/portable_electronics/POR_045.jpg,portable_electronics,Shopify/product-catalogue,Amolador de Facas Elétrico,"Prepare suas receitas com mais facilidade e rapidez! Com muita praticidade você cortará o que desejar, com designer moderno feito com material super resistente para te ajudar na hora de amolar as suas facas. Multe funcional Perfeita para amolar tesouras, lâminas, canivetes, entre outros. recupere qualquer faca de forma simples e segura. Fácil de usar 1- Basta ligar o afiador na tomada de energia e clicar no botão vermelho 2- Tenha suas mãos firmes na parte emborrachada preta, dessa forma terá mais segurança 3- Passe a lâmina nas laterais do afiador, em um ângulo de 45°, em ambos os lados 4- Sempre puxe a lâmina e nunca passe para frente e para trás, pois isso pode prejudicar o processo 5- Faça isso com os dois lados da lamina de forma lenta e por repetidas vezes para garantir um corte cada vez mais preciso Alta qualidade Sua lâmina é feita de carbeto de tungstênio, um material super resistente e reforçado. Não quebra e nem trinca facilmente, tendo uma longa vida útil e podendo ser utilizado por muito tempo. Benefícios ✅ O amolador possui guias de precisão que definem o ângulo perfeito para amolação; ✅ Com um motor alimentado por cabo USB, você consegue ligá-lo em qualquer fonte de alimentação de celular ou tablet; ✅ Sua base de apoio, junto a uma estrutura super-resistente, traz a sustentação necessária e a segurança que você precisa, mantendo suas mãos longe das lâminas, sempre; Especificações: Cor: Branco; Carregador: USB; Tamanho: 23,5 x 9 x 6,5cm; Produto Bivolt (110v ou 220v); Acompanha uma bateria interna recarregável O pacote inclui: 1x Afiador Amolador Elétrico Para Laminas | Ready Cut 1x Cabo USB",1080,1080,original,,,,"Accepted (laplacian=108.49, contrast=57.76, area=0.308); source_category=Home & Garden > Kitchen & Dining > Kitchen Appliances > Knife Sharpeners > Electric Knife Sharpeners"
POR_046,POR_046.jpg,dataset/originals/portable_electronics/POR_046.jpg,portable_electronics,Shopify/product-catalogue,Ilford Simple Film Kit,"ILFORD SIMPLICITY Starter Pack of photo chemical sachets for convenient, single-use film processing. Develops 2 x 35mm (135) film or 1 roll of 120 film in a 2-reel developing tank. Contains: film developer, stop bath, fixer and wetting agent Convenient, single-use sachets Develops 2 x 35mm or 1 x 120 film Designed for use in 2-reel, 600ml developing tanks",2500,2500,original,,,,"Accepted (laplacian=608.12, contrast=79.76, area=0.573); source_category=Cameras & Optics > Photography > Darkroom > Photographic Chemicals > Film Developers"
